	created_at	full_text
18	Mon May 31 14:28:30 +0000 2021	Οι βιομηχανικοί εργάτες, όπως οι εργαζόμενοι της ΛΑΡΚΟ, θα υποστούν τις μεγαλύτερες συνέπειες αν περάσει και υλοποιηθεί το εργασιακό έκτρωμα του κ. Χατζηδάκη. Τα σχέδια της κυβέρνησης δεν διασφαλίζουν τη βιωσιμότητα της επιχείρησης και τις θέσεις εργασίας. https://t.co/aEURb0M830
19	Mon May 31 14:28:29 +0000 2021	Η κυβέρνηση της ΝΔ έχει αποφασίσει να κηρύξει τον πόλεμο στον κόσμο της εργασίας. Ο κ. Μητσοτάκης έρχεται να ξεπληρώσει τα γραμμάτια του ΣΕΒ και μιας μικρής μερίδας μεγαλοεπιχειρηματιών.
20	Fri May 28 16:40:24 +0000 2021	Ευχήθηκα καλή επιτυχία στον @GenSecAKEL Α. Κυπριανού, ενόψει των βουλευτικών εκλογών στην Κυπριακή Δημοκρατία, σε σημερινή τηλεφωνική επικοινωνία. Πιο επίκαιροι από ποτέ oι αγώνες της Αριστεράς για δίκαιη και βιώσιμη λύση του Κυπριακού, όπως και οι προοδευτικές αξίες &amp; πολιτικές.
21	Fri May 28 12:23:37 +0000 2021	Είναι «σκοτεινό διάλειμμα» κ. Μητσοτάκη η διάσωση της χώρας από τη χρεοκοπία, η έξοδος από τα μνημόνια, η ρύθμιση του χρέους, τα 12 συνεχόμενα τρίμηνα ανάπτυξης, η μείωση της ανεργίας κατά 10%, τα 37 δισ. ευρώ; #Βουλη #Vouli https://t.co/v0xZcjpU3i
22	Fri May 28 10:43:19 +0000 2021	Δεν είναι μονάχα η πολιτική δειλία που χαρακτηρίζει τον κ. Μητσοτάκη, αλλά και το θράσος. Στην εκδήλωση για τα 40 χρόνια από την ένταξη της χώρας στην ΕΕ, επέλεξε να μην μιλήσει ως Πρωθυπουργός αλλά ως κομματάρχης της δεξιάς, με λόγο διχαστικό, ανιστόρητο και εμπρηστικό. https://t.co/OcIDgtW6gU
23	Fri May 28 10:26:12 +0000 2021	Ο κ. Μητσοτάκης έχει μένος με τους νέους. Τους κατηγόρησε για την εξάπλωση της πανδημίας, τους εξωθεί να δουλεύουν απλήρωτες υπερωρίες και τώρα τους πετάει εκτός ΑΕΙ. Τελικά, ο «Μωυσής» μας προέκυψε «Ηρώδης». #Βουλη #Vouli
24	Fri May 28 10:23:19 +0000 2021	"Εμείς ανοίγαμε Πανεπιστήμια, αυξάναμε τους φοιτητές και προσλαμβάναμε καθηγητές. Η κυβέρνηση της ΝΔ κλείνει Πανεπιστήμια, κλείνει σχολές, μειώνει τους εισακτέους και προσλαμβάνει αστυνομικούς. 
#Βουλη #Vouli"
25	Fri May 28 10:17:13 +0000 2021	Kαλούμε τον απόντα Πρωθυπουργό να αναστείλει την εφαρμογή του συστήματος εισαγωγής στην τριτοβάθμια εκπαίδευση. Όπως αναστέλλει στην πράξη την αθλιότητα με την πανεπιστημιακή αστυνομία, να αναστείλει την αθλιότητα που οδηγεί περίπου 30 χιλιάδες μαθητές εκτός ΑΕΙ. #Βουλη #Vouli
26	Fri May 28 10:17:12 +0000 2021	"Ήταν θεσμός στη χώρα, το 1% των εισακτέων στην τριτοβάθμια εκπαίδευση να είναι υποχρεωτικά μεταξύ των μαθητών των εσπερινών Λυκείων. Των μαθητών που δουλεύουν για να σπουδάσουν. Σε αυτούς κόβει το μέλλον ο κ. Μητσοτάκης. 
#Βουλη #Vouli"
27	Fri May 28 10:17:11 +0000 2021	"Είναι πρωτοφανές, αυτή τη δύσκολη χρονιά, να αλλάζει το σύστημα εισαγωγής στην τριτοβάθμια εκπαίδευση και να εφαρμόζεται την ίδια χρονιά. Ο κ. Μητσοτάκης γράφει τους μαθητές και τις οικογένειές τους, στα παλαιότερα των υποδημάτων του. 
#Βουλη #Vouli"
28	Fri May 28 10:17:11 +0000 2021	Είναι η τρίτη συνεχόμενη Παρασκευή που καταθέτω επίκαιρη ερώτηση για τους χιλιάδες μαθητές και τις οικογένειές τους που φέτος περνούν τον Γολγοθά των πανελλαδικών εξετάσεων. Είναι η τρίτη συνεχόμενη Παρασκευή που απουσιάζει ο κ. Μητσοτάκης. Πρόκειται για πολιτική δειλία. #Βουλη
29	Fri May 28 07:24:33 +0000 2021	"Παρέμβαση στη Βουλή για τους μαθητές που δίνουν φέτος Πανελλαδικές Εξετάσεις.

https://t.co/fyP0J74fsI"
30	Thu May 27 17:16:33 +0000 2021	Στη συνάντηση με τον @EP_President Νταβίντ Σασόλι, συζητήσαμε για την ανάγκη να υπάρξουν την επόμενη περίοδο γενναία βήματα από την ΕΕ και να στηριχθεί ο ρόλος του Ευρωκοινοβουλίου στο πλαίσιο της Διάσκεψης για το Μέλλον της Ευρώπης. https://t.co/yr9fZ6oXmo
31	Thu May 27 12:45:30 +0000 2021	"Τα τελευταία δύο χρόνια το ΣΕΠΕ δεν βρίσκεται δίπλα στους εργαζόμενους στον βαθμό που βρισκόταν τα προηγούμενα χρόνια. Η υποβάθμισή του είναι μια συνειδητή επιλογή της κυβέρνησης της ΝΔ. 
https://t.co/rQXSMJBUP1"
32	Wed May 26 18:32:09 +0000 2021	Η χώρα σήμερα χρειάζεται ένα κοινωνικό συμβόλαιο. Η ευθύνη μας είναι μεγάλη. Αυτό απαιτεί συστράτευση, αγώνα και συνέπεια. Βουλευτές και μέλη του κόμματος, δημοκρατικοί πολίτες, έχουμε υποχρέωση να βρεθούμε στην πρώτη γραμμή του αγώνα.
33	Wed May 26 18:29:49 +0000 2021	Ο κόσμος που υπερασπιζόμαστε, ο κόσμος της κοινωνικής πλειοψηφίας, διψάει για ένα πράγμα: Για δικαιοσύνη. Στη χώρα επείγει να επιστρέψει η δικαιοσύνη. https://t.co/zinzcZuD1D
34	Wed May 26 17:42:08 +0000 2021	Αυτή η σχεδόν οικουμενική παραδοχή, είναι ξένη για την οπισθοδρομική κυβέρνηση της ΝΔ. Ο «παλιός κόσμος», είναι ο μόνος που γνωρίζουν ο κ. Μητσοτάκης και το κόμμα του.
35	Wed May 26 17:42:07 +0000 2021	Η ανθρωπότητα, από τις ισχυρότερες χώρες έως τους διεθνείς οργανισμούς &amp; την επιστημονική κοινότητα, αρχίζει να συζητά έντονα για την επόμενη μέρα. Σίγουρα υπάρχουν διαφορετικές οπτικές. Η αφετηρία όμως της συζήτησης είναι μία: Δεν μπορούμε να συνεχίσουμε όπως πριν την πανδημία.
36	Wed May 26 17:29:30 +0000 2021	Όσο θα προχωράμε προς την επόμενη ημέρα και η κυβέρνηση της ΝΔ θα ξεδιπλώνει τις προθέσεις της, θα γίνεται ακόμη περισσότερο φανερό ότι συγκρούονται δύο λογικές, στρατηγικές, κόσμοι: Ο κόσμος της εργασίας και δημιουργίας και ο κόσμος της πελατειακής και παρασιτικής ολιγαρχίας.
37	Wed May 26 17:24:16 +0000 2021	Ανοχή σε αυτό το ιδιότυπο κοινοβουλευτικό πραξικόπημα δεν θα συνεχίσουμε να δείχνουμε. Το ξεκαθάρισα τη προηγούμενη εβδομάδα, το κάνουμε πράξη σήμερα με τη συνεδρίαση της ΚΟ, θα το κάνουμε πράξη και σε κάθε συνεδρίαση από εδώ και στο εξής.
38	Wed May 26 17:24:15 +0000 2021	Η κυβέρνηση νομοθετεί με διαδικασίες πρωτοφανείς και τη Βουλή σε καθεστώς υβριδικής λειτουργίας, ώστε να περνά βαθιά αντιλαϊκές πολιτικές με τις λιγότερες δυνατές αντιδράσεις.
39	Wed May 26 17:24:15 +0000 2021	Η κυβέρνηση επέλεξε να εργαλειοποιήσει την πανδημία, τον εύλογο φόβο των ανθρώπων, την ανάγκη για μέτρα προφύλαξης, προκειμένου να επιβάλλει ένα καθεστώς. Παρακάμπτει θεσμοθετημένες διαδικασίες με πρόσχημα την έκτακτη ανάγκη, ώστε να σπαταλά δημόσιο χρήμα σε ημέτερους και ΜΜΕ.
40	Wed May 26 17:11:14 +0000 2021	Σήμερα, μετά από πολύ καιρό, συνεδριάζει και πάλι δια ζώσης η ΚΟ. Μπορεί η πανδημία να είναι ακόμη παρούσα και οφείλουμε όλοι να λαμβάνουμε τα απαραίτητα μέτρα, αλλά δεν μπορεί να λειτουργεί ως διαρκές άλλοθι για την περιστολή της κοινοβουλευτικής λειτουργίας και της Δημοκρατίας.
41	Wed May 26 15:01:09 +0000 2021	Ομιλία στη συνεδρίαση της Κοινοβουλευτικής Ομάδας του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία. https://t.co/ie7eJbBeQv
42	Tue May 25 15:16:43 +0000 2021	"Ο ΣΥΡΙΖΑ - Προοδευτική Συμμαχία σχεδιάζει την επόμενη μέρα για τη χώρα με τους νέους ανθρώπους στο επίκεντρο. Αν δεν δώσουμε προοπτική στη νέα γενιά, δεν θα μπορέσουμε να σηκώσουμε κεφάλι.
https://t.co/AtqAUWpVvR"
43	Mon May 24 20:20:56 +0000 2021	"Η ανάγκη της περιφερειακής ανάπτυξης είναι ζήτημα Δικαιοσύνης και Δημοκρατίας.
#Ηλεία #ΣΥΡΙΖΑ #Προοδευτική_Συμμαχία
https://t.co/wO4XELGoWM"
44	Mon May 24 20:20:55 +0000 2021	Η υποβάθμιση του Νομού Ηλείας και το κλείσιμο πανεπιστημιακών τμημάτων, αφήνοντας εκτός ΑΕΙ τουλάχιστον 25.000 μαθητές που δίνουν πανελλαδικές εξετάσεις εν μέσω πανδημίας, είναι αποτέλεσμα των πολιτικών επιλογών του κ. Μητσοτάκη. Και γι' αυτό οφείλει εξηγήσεις στους πολίτες.
45	Mon May 24 14:38:35 +0000 2021	Τα σχέδια της κυβέρνησης της ΝΔ, ακόμη κι αν σε πρώτη φάση υλοποιηθούν, πολύ σύντομα θα καταργηθούν από μία προοδευτική κυβέρνηση που θα βάλει σε προτεραιότητα το δίκιο και κυρίως το συμφέρον της κοινωνίας και όχι τα συμφέροντα μιας μικρής ολιγαρχίας. https://t.co/oiXXKvhsq6
46	Mon May 24 14:38:34 +0000 2021	"O Νομός Ηλείας είναι ξεγραμμένος από τον χάρτη για τη σημερινή κυβέρνηση. Όπως ξεγραμμένοι είναι και οι πολίτες που ζουν από το μόχθο και τη δημιουργικότητά τους, αλλά δεν περιλαμβάνονται στα σχέδια της κυβέρνησης του κ. Μητσοτάκη. 
https://t.co/qc3MxVxEQC"
47	Fri May 21 16:52:52 +0000 2021	Η ιδιοκτησιακή νοοτροπία και ο αυταρχισμός που επιδεικνύει η κυβέρνηση του κ. Μητσοτάκη δεν αποτελεί μόνο πλήγμα για τη Δημοκρατία. Πληγώνει και τον Πολιτισμό μας. Στιγματίζει την εικόνα της χώρας. https://t.co/UooqlJBFA6
48	Fri May 21 16:52:51 +0000 2021	Με αφορμή την Παγκόσμια Ημέρα Πολιτισμού, επισκέφτηκα σήμερα την Ακρόπολη, όπου και ξεναγήθηκα από τρεις σπουδαίους επιστήμονες. Το μέγεθος της πρόσφατης τσιμεντένιας επέμβασης αλλάζει το τοπίο ενός μνημείου παγκόσμιας κληρονομιάς, προκαλώντας την κριτική επιστημόνων και πολιτών.
49	Thu May 20 12:37:14 +0000 2021	Με το Ν/Σ για τη συνεπιμέλεια αντιμετωπίζουν το παιδί σαν να είναι ένα κοινό υλικό απόκτημα - ένα παράρτημα των γονέων του. Το παιδί θα πρέπει να προσαρμόζεται στις ανάγκες των γονιών του και όχι οι γονείς στις ανάγκες του παιδιού τους. Αυτό ψηφίζει σήμερα η κυβέρνηση της ΝΔ.
50	Thu May 20 12:37:13 +0000 2021	Πίσω από την εμμονή της κυβέρνησης κρύβεται -μεταξύ άλλων- και ένας ιδιότυπος μισογυνισμός, αφού δεν λαμβάνει υπόψη τις δυσκολίες που αντιμετωπίζουν οι γυναίκες στον εργασιακό χώρο, αλλά και στο πλαίσιο της ίδιας της οικογένειας.
51	Thu May 20 12:37:13 +0000 2021	Το «από κοινού» της γονικής μέριμνας, διαστρεβλώνεται σε «εξίσου», λες και έχουμε να κάνουμε με κάποια περιουσιακή διαφορά. Εισάγοντας  την υποχρεωτική ίση χρονική κατανομή της γονικής μέριμνας, επιβάλλουν την εναλλασσόμενη κατοικία, αντιμετωπίζοντας το παιδί σαν να είναι βαλίτσα
52	Thu May 20 12:37:13 +0000 2021	Αγνόησαν ειδικές νομοπαρασκευαστικές επιτροπές, επιστημονικούς φορείς, δικηγόρους, δικαστές, καθηγητές, φορείς της κοινωνίας των πολιτών, την επιστημονική επιτροπή. Το Ν/Σ για τη συνεπιμέλεια δεν είναι πρόοδος αλλά αναχρονισμός. Eπικίνδυνο για το παιδί και τη σύγχρονη οικογένεια.
53	Thu May 20 11:58:42 +0000 2021	Καλώ τον Πρωθυπουργό να βάλει εδώ και τώρα ένα τέρμα στην καραντίνα της Δημοκρατίας και στο lockdown της Βουλής. Από σήμερα, οι βουλευτές του ΣΥΡΙΖΑ, στο σύνολό τους, θα προσέρχονται κανονικά στις συνεδριάσεις της Βουλής, τηρώντας τα μέτρα υγειονομικής προστασίας. #Βουλη #Vouli https://t.co/fUsAzEQnKk
54	Thu May 20 11:51:36 +0000 2021	Είναι κακοποίηση της Δημοκρατίας όταν ο Πρωθυπουργός δεν παρίσταται σε κρίσιμες συνεδριάσεις, όταν περιφρονεί Βουλή και κόμματα, όταν δεν απαντά σε επίκαιρες ερωτήσεις. Βολεύεται με τη μονοφωνία των μονολόγων και των διαγγελμάτων αντί για την πολυφωνία του δημοκρατικού διαλόγου.
55	Thu May 20 11:51:36 +0000 2021	Είναι κακοποίηση της Δημοκρατίας η χρήση ενός Κοινοβουλίου σε καταστολή για να περάσουν με διαδικασίες «ψεκάστε–σκουπίστε-τελειώσαμε» κρίσιμα νομοθετήματα για τη χώρα, την κοινωνία, τη ζωή εκατομμυρίων πολιτών. Είναι κακοποίηση της Δημοκρατίας η καταιγίδα των απευθείας αναθέσεων.
56	Thu May 20 11:51:36 +0000 2021	Ο κ. Μητσοτάκης έχει μετατρέψει την εσωκομματική αδυναμία του να στοιχίσει πίσω από την κομματική γραμμή τους βουλευτές της ΝΔ στις ψηφοφορίες, σε αδυναμία της κοινοβουλευτικής λειτουργίας. Είναι ντροπή να μετατρέπει το εσωκομματικό του πρόβλημα, σε πρόβλημα της Δημοκρατίας.
57	Thu May 20 09:36:35 +0000 2021	"Oμιλία στη συζήτηση του σχεδίου νόμου του Υπουργείου Δικαιοσύνης «Μεταρρυθμίσεις αναφορικά με τις σχέσεις γονέων και τέκνων και άλλα ζητήματα οικογενειακού δικαίου». 
#Βουλη #Vouli #Συνεπιμέλεια
https://t.co/fMegxZa1VL"
58	Wed May 19 16:17:21 +0000 2021	Παρέμβαση στη διαδικτυακή εκδήλωση του Ινστιτούτου Νίκος Πουλαντζάς @Poulantzas_Inst με θέμα «Νέες και Νέοι Επιστήμονες και η Οικονομία της Γνώσης», στο πλαίσιο του κύκλου συζητήσεων «Νέες και Νέοι Επιστήμονες: Εμπόδια και προοπτικές». https://t.co/8ujvfB3Zym
59	Mon May 17 18:40:01 +0000 2021	Η Ελλάδα της νέας εποχής πρέπει να χτιστεί στις στέρεες βάσεις της κοινωνικής δικαιοσύνης και της ανάπτυξης για όλους. Σε αυτό το Σχέδιο, που αφορά το 99% της ελληνικής κοινωνίας, δεν χωράνε αποκλεισμοί. Χρειαζόμαστε τη συμβολή όλων. https://t.co/p9kOVDQJSk
60	Mon May 17 18:28:28 +0000 2021	Η αξιοποίηση των πόρων του Ταμείου Ανάκαμψης για την ψηφιακή μετάβαση πρέπει να αντιμετωπίζει το ζήτημα του ψηφιακού αποκλεισμού και ταυτόχρονα να έχει στόχο την προώθηση και υλοποίηση μιας συνολικής εθνικής ψηφιακής στρατηγικής. https://t.co/0siiVxNX0b
61	Mon May 17 18:22:59 +0000 2021	Για να καταφέρει η οικονομία μας να συμμετέχει σε μια διαδικασία προσανατολισμού προς ένα πιο βιώσιμο &amp; δίκαιο μοντέλο ανάπτυξης, χρειαζόμαστε ένα σχέδιο μείωσης των ανισοτήτων &amp; ενίσχυσης των δαπανών για την υγεία, το κράτος πρόνοιας, την εκπαίδευση και τον πολιτισμό. https://t.co/0t6rEuz1L0
62	Mon May 17 18:14:58 +0000 2021	Η επιλογή έργων και μεταρρυθμίσεων στο Σχέδιο «ΕΛΛΑΔΑ +», βασίζεται κυρίως σε πέντε κριτήρια. Μία συνεκτική στρατηγική για την αξιοποίηση των πόρων του Ταμείου Ανάκαμψης που θέτει τις βάσεις για διατηρήσιμη, βιώσιμη και δίκαιη ανάπτυξη. https://t.co/uTLzXUA3Jp
63	Mon May 17 18:04:40 +0000 2021	Είναι καιρός να γυρίσουμε σελίδα. Να αφήσουμε πίσω τις αποτυχημένες συνταγές και να συστηθούμε ξανά με την Ελλάδα της δημιουργίας &amp; της προοπτικής. Την Ελλάδα της νέας εποχής. Με ισχυρή οικονομία, σε μια δίκαιη κοινωνία. Για το λόγο αυτό, παρουσιάζουμε σήμερα το «Σχέδιο ΕΛΛΑΔΑ +» https://t.co/G2u0GYpLVq
64	Mon May 17 17:57:13 +0000 2021	Αν το σχέδιο της ΝΔ για την οικονομία είναι βγαλμένο από τη ναφθαλίνη του 1990, στα θέματα δημοκρατίας βρίσκεται ακόμα πιο πολλές δεκαετίες πίσω. Ανήκει σε μια άλλη εποχή. Μια εποχή που εκτόξευσε τις ανισότητες, διέλυσε την εγχώρια παραγωγή και μας οδήγησε τελικά στα μνημόνια. https://t.co/LEmsYUjPRd
65	Mon May 17 17:57:12 +0000 2021	Δεν αποτελεί έκπληξη ότι η κυβέρνηση της ΝΔ κατέθεσε ένα σχέδιο για την αξιοποίηση των πόρων του Ταμείου Ανάκαμψης, με το βλέμμα στραμμένο στις εμμονές μιας μικρής επιχειρηματικής ελίτ. Και με το μυαλό στις «ένδοξες μέρες» της Δεξιάς του πελατειακού κράτους.
66	Mon May 17 17:54:23 +0000 2021	Αν η ευρωπαϊκή πολιτική ηγεσία χαρακτηρίζεται από ατολμία, κάποιοι δεν είναι απλώς άτολμοι, αλλά και αμετανόητοι. Είναι κολλημένοι στο χθες και δείχνουν να μη κατάλαβαν τίποτα. Ούτε από την κρίση χρέους, ούτε από την πανδημία. Η ΝΔ είναι ένα χαρακτηριστικό τέτοιο παράδειγμα. https://t.co/6fQedrpnFc
67	Mon May 17 17:54:22 +0000 2021	Η συζήτηση διεθνώς περιστρέφεται γύρω από τον τρόπο με τον οποίο θα χτίσουμε ένα νέο κοινωνικό συμβόλαιο. Γύρω από αρχές και αξίες που έχουν στο επίκεντρο πρώτα και κύρια τον άνθρωπο και τις ανάγκες του. Δυστυχώς, σε αυτή τη συζήτηση δεν συμμετέχουν όλοι.
68	Mon May 17 17:51:07 +0000 2021	Η πανδημία συνιστά μια ιστορική τομή ανάλογη των μεγάλων καταστροφικών γεγονότων που σημάδεψαν την ανθρωπότητα τον περασμένο αιώνα. Πάντα σε αυτές τις στιγμές, όταν το συλλογικό σοκ κοπάζει, οι κοινωνίες αποκτούν μια νέα συνείδηση που παράγει νέες προτεραιότητες, ανάγκες &amp; ιδέες.
69	Mon May 17 15:08:17 +0000 2021	"Παρουσίαση της εναλλακτικής στρατηγικής του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία για την αξιοποίηση των πόρων του Ταμείου Ανάκαμψης. 
#ΣΥΡΙΖΑ #Προοδευτική_Συμμαχία
https://t.co/hS2frOWzyS"
70	Mon May 17 09:28:26 +0000 2021	Σήμερα στις 6 το απόγευμα, η πρόταση του #ΣΥΡΙΖΑ - #Προοδευτική_Συμμαχία για την αξιοποίηση των πόρων του Ταμείου Ανάκαμψης. https://t.co/OovuYK2agj
71	Thu May 13 12:13:59 +0000 2021	Η συμφωνία των Πρεσπών είναι μια συμφωνία πατριωτική και επωφελής για τη χώρα και την περιοχή. Άξιζε λοιπόν να αναλάβουμε αυτό το πολιτικό κόστος. Όταν η Αριστερά έρχεται στη διακυβέρνηση του τόπου άλλωστε, πρέπει να σκέφτεται με όρους ιστορικούς. https://t.co/OdkYyWs9v0
72	Thu May 13 12:06:33 +0000 2021	Είναι λάθος να ανταγωνιστούμε χώρες στην εξαθλίωση των εργαζομένων.  Η Ελλάδα δεν θα έχει προοπτική με μείωση μισθών, αλλά με αύξηση της παραγωγικότητας και των συγκριτικών πλεονεκτημάτων της, επενδύοντας στη γνώση και την καινοτομία, στο ανθρώπινο κεφάλαιο.
73	Thu May 13 12:06:32 +0000 2021	Την ώρα που κλείνει ο κύκλος του νεοφιλελευθερισμού, η κυβέρνηση Μητσοτάκη εφαρμόζει πολιτικές του χθες, την έκθεση Πισσαρίδη που ζητάει τη μείωση του εργασιακού κόστους.
74	Thu May 13 12:06:32 +0000 2021	Η κυβέρνηση καταργεί το 8ωρο, θεσμοθετεί τις ατομικές συμβάσεις για τη διευθέτηση του χρόνου εργασίας και στην πραγματικότητα δίνει τη δυνατότητα για την απελευθέρωση των απολύσεων και τη μείωση του πραγματικού μισθού.
75	Thu May 13 12:06:32 +0000 2021	Ορισμένοι κλάδοι της οικονομίας έχουν χτυπηθεί τόσο ισχυρά που θα έχουν μεγαλύτερες δυσκολίες ανάκαμψης. Υπάρχει ο κίνδυνος μια μεγάλης αναδιάρθρωσης της μικρομεσαίας επιχειρηματικότητας, που ενδέχεται να οδηγήσει σε μια νέα διόγκωση της ανεργίας.
